Hour,Min,Max freq,Max,RMS,std,Condition,Runtime
0,1,2600,2371,55,55,H,1
0,1,2600,2318,55,55,H,1
0,2,1700,2446,55,55,H,2
0,3,1900,2441,55,55,U,3
0,3,1712,1974,55,55,H,3
0,4,1700,2409,55,55,H,4
0,4,2112,1760,55,55,H,4
0,5,2112,1881,55,55,H,5
