Hour,Min,Max,RMS,std,Condition,Runtime
0,1,1065,144,144,H,1
0,1,1140,147,147,H,1
0,2,1711,151,151,H,2
0,3,1795,144,144,H,3
0,4,1414,143,143,H,4
0,5,983,314,314,H,5
