Hour,Min,Max,RMS,std,Condition,Runtime
0,1,5087,3529,3529,H,1
0,1,5079,3529,3529,H,1
0,2,5013,3528,3528,H,2
0,3,5012,3528,3528,H,3
0,3,5019,3527,3527,H,3
0,4,5048,3528,3528,H,4
0,4,5049,3529,3529,H,4
0,5,5016,3528,3528,H,5
