Rotating Speed S.P (RPM),1.50000E+3
Mean Extension (mm),-2.50730E-3
Sampling Rate (Hz),5.00000E+3
Time (secs),Extension (mm),Vibration 1 (g),Vibration 2 (g),Vibration 3 (g),Tachometer (V)
0.55080000,-0.00226423,0.11718750,0.40039062,-0.43457031,0.07568359
0.55100000,-0.00226423,0.04394531,0.37109375,-0.02929687,0.07568359
0.55120000,-0.00226423,-0.05371094,-0.04394531,-1.05957031,0.06591797
0.55140000,-0.00226423,-0.01953125,0.34179687,-0.02441406,0.06591797
0.55160000,-0.00470564,0.03906250,-0.04394531,-0.29296875,0.06347656
0.55180000,-0.00470564,-0.06835937,-0.39062500,-0.23925781,0.06103516
0.55200000,-0.00226423,-0.02441406,-0.63476562,0.01464844,0.06103516
0.55220000,-0.00226423,0.00488281,-0.80566406,1.04980469,0.06347656
0.55240000,-0.00226423,-0.06347656,-0.65429687,0.13183594,0.06103516
0.55260000,-0.00226423,-0.04882812,-0.19042969,0.11230469,0.06103516
0.55280000,-0.00226423,0.05371094,0.23925781,0.78613281,0.06347656
0.55300000,-0.00470564,-0.01953125,-0.32226562,0.27343750,0.06347656
0.55320000,-0.00226423,-0.08789062,0.55664062,0.83007812,0.06103516
0.55340000,-0.00470564,0.04882812,-0.42968750,0.45410156,0.06103516
0.55360000,-0.00226423,0.05859375,-0.16113281,0.69335937,0.06591797
0.55380000,-0.00226423,0.01953125,0.53710937,0.06835937,0.06103516
0.55400000,-0.00226423,0.04882812,-0.20996094,0.15625000,0.05859375
0.55420000,-0.00226423,0.09765625,0.56640625,-0.15136719,0.05859375
0.55440000,-0.00226423,-0.00488281,0.24414062,0.43945312,0.06103516
0.55460000,-0.00226423,0.00488281,0.09277344,-0.08789062,0.05859375
0.55480000,-0.00470564,0.03906250,-0.34179687,0.78125000,0.06347656
0.55500000,-0.00470564,-0.00488281,-0.32714844,0.97167969,0.06347656
0.55520000,-0.00470564,0.03417969,-0.56640625,0.89843750,0.06347656
0.55540000,-0.00470564,0.06347656,0.07812500,0.74218750,0.06591797
0.55560000,-0.00470564,-0.03417969,0.22949219,0.52734375,0.06591797
0.55580000,-0.00226423,0.03906250,0.66406250,0.05859375,0.07080078
0.55600000,-0.00226423,0.02929687,0.40527344,0.17578125,0.06835937
0.55620000,-0.00226423,0.03906250,0.03906250,-0.02441406,0.06835937
0.55640000,-0.00470564,0.08300781,0.18066406,-0.10253906,0.07080078
0.55660000,-0.00226423,0.02929687,-0.56640625,-0.03906250,0.07080078
0.55680000,-0.00226423,0.01953125,-0.32714844,-0.09765625,0.07324219
0.55700000,-0.00226423,0.00488281,-0.09765625,-0.00976562,0.07080078
0.55720000,-0.00226423,0.01464844,0.06347656,-0.12207031,0.07080078
0.55740000,-0.00226423,-0.04394531,-0.23437500,-0.30761719,0.07080078
0.55760000,-0.00226423,-0.03417969,-0.52734375,-0.30761719,0.07080078
0.55780000,-0.00226423,-0.02441406,-0.49804687,-0.20996094,0.07080078
0.55800000,-0.00226423,0.00976562,-0.47851562,-0.45410156,0.07080078
0.55820000,-0.00226423,-0.01953125,-0.36621094,-0.76660156,0.06835937
0.55840000,-0.00226423,-0.06835937,-0.19042969,0.01953125,0.06835937
0.55860000,-0.00226423,-0.04394531,-0.46875000,-0.86425781,0.06591797
0.55880000,-0.00226423,-0.03906250,-0.40527344,0.11718750,0.06835937
0.55900000,-0.00470564,-0.04882812,0.08300781,-0.31250000,0.06591797
0.55920000,-0.00226423,-0.04394531,-0.33203125,0.44921875,0.06591797
0.55940000,0.00017718,-0.09765625,0.04882812,0.09765625,0.06591797
0.55960000,-0.00226423,-0.04882812,0.24414062,-0.17578125,0.06347656
0.55980000,-0.00226423,-0.03906250,0.17089844,0.55175781,0.06347656
0.56000000,-0.00226423,-0.00976562,0.59082031,0.00488281,0.06347656
0.56020000,-0.00470564,-0.03906250,0.22949219,-0.25878906,0.06103516
0.56040000,-0.00226423,-0.02929687,-0.08789062,0.41992187,0.06591797
0.56060000,-0.00226423,-0.01464844,0.25878906,0.51269531,0.06103516
0.56080000,-0.00226423,-0.05859375,-0.29296875,0.24414062,0.05859375
0.56100000,-0.00226423,-0.03417969,-0.13183594,0.89355469,0.05859375
0.56120000,-0.00226423,-0.00488281,-0.01953125,0.39550781,0.05859375
0.56140000,-0.00226423,-0.04394531,0.06835937,0.64453125,0.05859375
0.56160000,-0.00226423,-0.03417969,0.07812500,0.77148437,0.05615234
0.56180000,-0.00226423,0.00000000,0.29785156,0.12207031,0.05615234
0.56200000,0.00261858,0.05371094,0.16113281,0.58593750,0.05615234
0.56220000,-0.00470564,0.05371094,-0.03417969,0.01464844,0.05615234
0.56240000,-0.00226423,-0.02929687,0.11718750,0.19042969,0.05615234
0.56260000,-0.00226423,0.02929687,0.31738281,0.27343750,0.05615234
0.56280000,-0.00226423,0.01953125,0.06347656,0.65429687,0.05859375
0.56300000,-0.00470564,0.02929687,0.26855469,0.01953125,0.05615234
0.56320000,-0.00226423,-0.04394531,0.30273437,0.64453125,0.05859375
0.56340000,-0.00226423,0.00488281,-0.12207031,0.15625000,0.05615234
0.56360000,-0.00226423,-0.00488281,0.15625000,0.69824219,0.05859375
0.56380000,-0.00226423,0.02929687,0.58593750,0.09765625,0.05615234
0.56400000,-0.00470564,0.00976562,0.11230469,0.12207031,0.05859375
0.56420000,-0.00226423,-0.00488281,0.34667969,-0.29785156,0.05859375
0.56440000,-0.00226423,0.02441406,0.34179687,-0.27343750,0.06103516
0.56460000,-0.00226423,0.00000000,0.53710937,-0.16601562,0.05615234
0.56480000,-0.00226423,-0.02441406,-0.14648437,0.22949219,0.05859375
0.56500000,-0.00714704,-0.03417969,0.23437500,0.03906250,0.06103516
0.56520000,-0.00470564,-0.00976562,-0.14648437,-0.10742187,0.05615234
0.56540000,-0.00226423,-0.07324219,0.12695312,-0.18066406,0.05615234
0.56560000,-0.00226423,-0.02929687,0.58105469,-0.15136719,0.05615234
0.56580000,-0.00226423,-0.04882812,0.02929687,0.10742187,0.05859375
0.56600000,0.00017718,0.00000000,0.20019531,-0.98632812,0.05615234
0.56620000,-0.00470564,0.00488281,0.11230469,-0.12695312,0.05859375
0.56640000,-0.00470564,0.04394531,0.17089844,-0.44433594,0.06347656
0.56660000,-0.00470564,-0.00976562,0.19531250,-0.16113281,0.06103516
0.56680000,-0.00226423,-0.00976562,-0.27832031,-0.47363281,0.05859375
0.56700000,-0.00226423,-0.04882812,-0.75195312,-0.01953125,0.06103516
0.56720000,-0.00226423,0.00000000,-0.14648437,0.09277344,0.05859375
0.56740000,-0.00226423,0.00488281,-0.39062500,0.14160156,0.05859375
0.56760000,-0.00470564,0.00000000,-0.14160156,-0.10742187,0.05859375
0.56780000,-0.00226423,-0.03417969,-0.31738281,-0.04882812,0.05859375
0.56800000,-0.00226423,-0.00488281,-0.41992187,0.08789062,0.05859375
0.56820000,-0.00470564,0.04394531,0.07324219,0.06347656,0.05859375
0.56840000,-0.00226423,0.01464844,-0.05859375,0.00488281,0.05859375
0.56860000,-0.00470564,0.00976562,-0.50292969,-0.03906250,0.05859375
0.56880000,-0.00226423,0.00000000,0.05859375,0.36132812,0.06103516
0.56900000,-0.00470564,0.04882812,-0.55175781,0.51269531,0.06103516
0.56920000,-0.00226423,0.00000000,-0.19042969,0.71289062,0.06347656
0.56940000,-0.00226423,0.04882812,0.39062500,0.75195312,0.06103516
0.56960000,-0.00226423,0.01464844,0.08789062,0.79101562,0.06103516
0.56980000,-0.00226423,0.01464844,0.27343750,0.77636719,0.06103516
0.57000000,-0.00226423,0.02929687,0.36621094,0.38574219,0.06103516
0.57020000,-0.00226423,0.06835937,0.10253906,0.82031250,0.06103516
0.57040000,-0.00226423,0.06835937,-0.45898437,0.34667969,0.06103516
0.57060000,0.00017718,-0.01464844,-0.55175781,0.56640625,0.06347656
0.57080000,-0.00226423,0.02929687,-0.71289062,0.44921875,0.06103516
0.57100000,-0.00226423,0.06835937,-0.25390625,0.87402344,0.06347656
0.57120000,-0.00226423,0.03906250,-0.17578125,0.43457031,0.06347656
0.57140000,-0.00226423,0.01464844,-0.13671875,0.32226562,0.06347656
0.57160000,-0.00470564,0.02929687,-0.20507812,-0.15625000,0.06347656
0.57180000,-0.00226423,0.02929687,-0.16113281,0.41503906,0.06591797
0.57200000,-0.00226423,0.03906250,-0.34667969,-0.83984375,0.06347656
0.57220000,-0.00226423,0.04882812,0.03417969,-0.46875000,0.06347656
0.57240000,-0.00470564,0.00976562,-0.20507812,-1.31347656,0.06347656
0.57260000,-0.00226423,0.02441406,0.04394531,-1.66503906,0.06347656
0.57280000,-0.00226423,0.04394531,0.73730469,-1.13281250,0.06347656
0.57300000,-0.00226423,-0.01953125,0.49804687,-0.47363281,0.06347656
0.57320000,-0.00226423,-0.21484375,1.56738281,-0.65917969,0.06347656
0.57340000,-0.00470564,0.14648437,-3.35449219,-0.35644531,0.06347656
0.57360000,-0.00226423,0.16113281,-2.38281250,0.68359375,0.06591797
0.57380000,-0.00226423,-0.43945312,-3.34472656,2.11425781,0.06835937
0.57400000,-0.00226423,0.18066406,0.61035156,2.93945312,0.07324219
0.57420000,-0.00226423,0.02441406,2.54394531,1.14746094,0.07080078
0.57440000,-0.00226423,0.30273437,-0.06835937,-0.77636719,0.06347656
0.57460000,-0.00226423,-0.17089844,1.53808594,0.16113281,0.06347656
0.57480000,-0.00226423,-0.16113281,-3.02734375,2.10937500,0.06835937
0.57500000,-0.00226423,0.43457031,1.53320312,1.75781250,0.06591797
0.57520000,0.00017718,0.07324219,1.38671875,1.27929687,0.06347656
0.57540000,0.00017718,-0.11718750,-0.06835937,-1.82617187,0.05615234
0.57560000,-0.00226423,0.00976562,1.16210937,-0.41503906,0.06103516
0.57580000,-0.00226423,0.06347656,-1.60644531,1.54785156,0.06591797
0.57600000,-0.00226423,0.20996094,0.37109375,1.23046875,0.06591797
0.57620000,-0.00226423,-0.06347656,-0.00488281,0.41015625,0.06835937
0.57640000,-0.00226423,-0.14648437,-1.00585937,-0.54199219,0.06591797
0.57660000,-0.00226423,0.14648437,1.38183594,0.60058594,0.07324219
0.57680000,-0.00226423,0.07812500,-0.81054687,-0.00976562,0.07080078
0.57700000,-0.00226423,0.08789062,0.18554687,-1.60644531,0.06835937
0.57720000,-0.00226423,-0.04882812,1.41113281,-0.19531250,0.07324219
0.57740000,-0.00226423,-0.03417969,0.84472656,1.04492187,0.07568359
0.57760000,-0.00226423,0.17089844,1.71875000,-1.89941406,0.07080078
0.57780000,-0.00226423,-0.06835937,-1.66992187,-0.58593750,0.07080078
0.57800000,-0.00226423,0.00488281,-1.33300781,-0.04882812,0.07080078
0.57820000,-0.00470564,0.00488281,-0.07812500,0.60058594,0.07080078
0.57840000,-0.00470564,0.00000000,0.20996094,0.20507812,0.07568359
0.57860000,-0.00470564,-0.01464844,0.51269531,-2.29492187,0.06103516
0.57880000,-0.00226423,-0.03417969,-0.70800781,-0.87402344,0.06347656
0.57900000,0.00017718,0.00488281,-0.39550781,0.79589844,0.06591797
0.57920000,-0.00226423,0.01464844,0.85449219,-1.02539062,0.06103516
0.57940000,0.00017718,-0.15625000,-0.33203125,-0.56640625,0.06347656
0.57960000,-0.00470564,-0.03906250,-0.99609375,-1.32324219,0.06347656
0.57980000,-0.00226423,-0.07812500,-0.47851562,1.19628906,0.07080078
0.58000000,-0.00226423,0.03417969,0.38085937,1.20605469,0.06835937
0.58020000,-0.00470564,-0.23437500,0.59082031,-0.95703125,0.06103516
0.58040000,-0.00226423,-0.20507812,-0.65429687,-0.27832031,0.06103516
0.58060000,-0.00226423,0.11230469,-0.26855469,1.25976562,0.06347656
0.58080000,-0.00226423,0.06835937,0.14648437,0.80566406,0.06103516
0.58100000,-0.00226423,-0.16601562,0.67871094,0.46386719,0.06103516
0.58120000,-0.00226423,-0.15625000,0.76660156,-0.41992187,0.05859375
0.58140000,-0.00226423,0.18554687,1.55273437,0.04882812,0.05859375
0.58160000,-0.00226423,0.16113281,0.17578125,1.43554687,0.06347656
0.58180000,-0.00226423,-0.21484375,-0.20507812,1.14257812,0.06347656
0.58200000,-0.00470564,0.07812500,-0.01464844,0.26367187,0.06347656
0.58220000,-0.00226423,0.05371094,0.38085937,0.80078125,0.06835937
0.58240000,-0.00470564,0.01953125,0.03417969,1.09863281,0.07080078
0.58260000,-0.00226423,0.18554687,0.27343750,1.21093750,0.07812500
0.58280000,0.00017718,-0.03906250,0.39062500,0.42968750,0.06835937
0.58300000,-0.00470564,-0.06347656,0.37109375,-0.29296875,0.06835937
0.58320000,0.00017718,0.08789062,0.81054687,0.33203125,0.07812500
0.58340000,-0.00470564,0.22460937,0.43945312,0.28320312,0.10009766
0.58360000,-0.00470564,0.02441406,0.26855469,0.31738281,0.16845703
0.58380000,0.00017718,-0.18066406,-0.05859375,0.56640625,0.31738281
0.58400000,-0.00226423,0.08300781,0.12695312,0.14160156,0.48095703
0.58420000,-0.00226423,0.08300781,0.80566406,0.40527344,0.65917969
0.58440000,-0.00470564,-0.11230469,0.62011719,-0.02441406,0.87158203
0.58460000,-0.00470564,0.03906250,0.29296875,-0.51269531,1.08886719
0.58480000,-0.00226423,0.03417969,0.39062500,0.29785156,1.19384766
0.58500000,-0.00226423,-0.04882812,0.14648437,-0.41503906,1.21337891
0.58520000,-0.00226423,-0.01953125,0.67871094,-0.66406250,1.20117187
0.58540000,-0.00226423,0.05859375,0.17089844,-0.89355469,1.23046875
0.58560000,-0.00226423,-0.05859375,-0.15136719,-0.44921875,1.28906250
0.58580000,-0.00470564,-0.14160156,0.15625000,0.18554687,1.36718750
0.58600000,-0.00226423,0.02441406,-0.30273437,-0.04882812,1.43066406
0.58620000,-0.00226423,-0.08300781,0.07812500,-0.18554687,1.50878906
0.58640000,-0.00226423,-0.20507812,-0.39550781,-0.57128906,1.54296875
0.58660000,-0.00226423,0.03417969,-0.16601562,0.21484375,1.47460937
0.58680000,-0.00470564,-0.01464844,0.01953125,-0.05371094,1.40380859
0.58700000,-0.00470564,-0.05371094,-0.15625000,-0.47851562,1.37207031
0.58720000,-0.00226423,-0.08300781,0.38574219,-0.74218750,1.37695312
0.58740000,-0.00226423,0.02441406,0.28320312,-0.20996094,1.36718750
0.58760000,-0.00226423,-0.01464844,-0.58105469,0.62011719,1.34765625
0.58780000,-0.00226423,-0.04394531,0.20507812,0.44433594,1.37207031
0.58800000,-0.00226423,0.03417969,-0.30273437,-0.13671875,1.37451172
0.58820000,-0.00226423,-0.04882812,0.32714844,0.95703125,1.37451172
0.58840000,-0.00958845,0.04882812,-0.34179687,0.87890625,1.38671875
0.58860000,-0.00226423,-0.04882812,-0.59570312,0.83007812,1.36474609
0.58880000,0.00261858,0.06835937,0.22460937,0.20996094,1.37939453
0.58900000,-0.00470564,-0.02441406,0.03417969,0.38085937,1.37207031
0.58920000,-0.00226423,0.13671875,0.02929687,0.52246094,1.38916016
0.58940000,-0.00226423,-0.02929687,-0.09277344,0.22949219,1.51367187
0.58960000,0.00017718,0.11230469,-0.18554687,0.51757812,1.54052734
0.58980000,-0.00226423,-0.00976562,-0.18554687,0.55175781,1.22802734
0.59000000,-0.00226423,0.09765625,-0.37109375,0.42968750,0.78369141
0.59020000,-0.00226423,-0.02929687,-0.32714844,0.54199219,0.47607422
0.59040000,-0.00470564,0.13671875,0.02929687,1.04492187,0.29541016
0.59060000,-0.00226423,0.04882812,-0.07324219,0.31738281,0.19287109
0.59080000,-0.00226423,0.04882812,0.09765625,-0.16113281,0.13916016
0.59100000,-0.00226423,0.06347656,0.25878906,-0.14160156,0.10986328
0.59120000,-0.00226423,0.12695312,0.62500000,0.11718750,0.09521484
0.59140000,-0.00226423,0.02929687,0.62011719,-0.35644531,0.08056641
0.59160000,-0.00226423,-0.00976562,0.46386719,-0.03417969,0.07568359
0.59180000,-0.00470564,0.04394531,0.19531250,-0.78125000,0.07324219
0.59200000,-0.00470564,0.00976562,-0.01953125,-0.43457031,0.06591797
0.59220000,-0.00226423,-0.07324219,0.14648437,-0.38574219,0.06347656
0.59240000,-0.00226423,0.02441406,-0.62500000,-0.04882812,0.06347656
0.59260000,-0.00470564,-0.02929687,-0.40039062,-0.55664062,0.06103516
0.59280000,0.00017718,-0.04882812,-0.73730469,0.20996094,0.06103516
0.59300000,-0.00470564,0.00000000,-0.94726562,0.86914062,0.06347656
0.59320000,-0.00226423,-0.02441406,0.01953125,0.12207031,0.06103516
0.59340000,-0.00226423,-0.08789062,-0.20507812,0.69824219,0.06347656
0.59360000,-0.00226423,-0.01953125,0.08300781,0.34179687,0.06103516
0.59380000,-0.00226423,-0.02441406,-0.05371094,0.61523437,0.06103516
0.59400000,-0.00470564,0.00976562,0.12695312,0.40527344,0.06103516
0.59420000,-0.00226423,-0.06347656,-0.47363281,0.97167969,0.06103516
0.59440000,0.00017718,0.07812500,-0.22460937,0.17578125,0.06103516
0.59460000,-0.00226423,0.05859375,0.61035156,0.62500000,0.06103516
0.59480000,-0.00470564,-0.01464844,0.41992187,-0.27343750,0.05859375
0.59500000,-0.00226423,0.07812500,0.54687500,0.11230469,0.05859375
0.59520000,-0.00470564,0.07324219,0.37109375,0.40039062,0.05859375
0.59540000,-0.00470564,-0.09765625,-0.53710937,0.11718750,0.05859375
0.59560000,-0.00226423,0.04882812,-0.39550781,0.91308594,0.06347656
0.59580000,-0.00470564,0.07812500,-0.53222656,0.63476562,0.06103516
0.59600000,-0.00226423,0.00000000,-0.66894531,1.02050781,0.07080078
0.59620000,0.00017718,0.01953125,0.15625000,0.65917969,0.06347656
0.59640000,-0.00226423,0.07324219,0.43945312,0.61035156,0.06591797
0.59660000,0.00017718,0.08300781,0.60058594,-0.14648437,0.06591797
0.59680000,-0.00226423,-0.00488281,0.50292969,0.05371094,0.07324219
0.59700000,-0.00470564,0.03906250,-0.07324219,-0.17578125,0.07080078
0.59720000,0.00017718,0.05859375,0.04882812,-0.00488281,0.07080078
0.59740000,-0.00226423,0.02441406,-0.50781250,0.27832031,0.07324219
0.59760000,-0.00226423,-0.00488281,-0.49316406,-0.10742187,0.07080078
0.59780000,-0.00226423,0.01953125,0.16113281,-0.08300781,0.07080078
0.59800000,-0.00470564,-0.03906250,0.04882812,-0.22460937,0.07080078
0.59820000,-0.00226423,0.02441406,-0.25390625,-0.22949219,0.07080078
0.59840000,0.00017718,-0.00976562,-0.27832031,-0.58593750,0.07080078
0.59860000,-0.00226423,-0.00488281,-0.71289062,0.18554687,0.07080078
0.59880000,-0.00226423,-0.02441406,-0.55664062,-0.91308594,0.06835937
0.59900000,-0.00226423,-0.03417969,-0.55175781,-0.54199219,0.06835937
0.59920000,-0.00470564,-0.06835937,-0.06835937,-0.41503906,0.07080078
0.59940000,-0.00226423,0.01953125,-0.31250000,-0.15136719,0.07568359
0.59960000,-0.00226423,-0.11718750,0.03417969,-0.10253906,0.06591797
0.59980000,-0.00226423,-0.03906250,-0.16113281,-0.42480469,0.06347656
0.60000000,-0.00226423,-0.09765625,-0.20019531,0.65917969,0.06591797
0.60020000,-0.00470564,-0.00488281,0.01953125,-0.15136719,0.06347656
0.60040000,-0.00470564,-0.07324219,0.13671875,0.21972656,0.06347656
0.60060000,-0.00226423,-0.04882812,0.22460937,0.20507812,0.06835937
0.60080000,-0.00226423,-0.02441406,0.58593750,0.03906250,0.06103516
0.60100000,-0.00226423,-0.01464844,0.26367187,-0.24414062,0.06103516
0.60120000,-0.00470564,-0.04394531,0.08789062,0.58105469,0.06103516
0.60140000,-0.00226423,-0.03417969,-0.12207031,0.33203125,0.05859375
0.60160000,-0.00470564,-0.03417969,0.18554687,0.68359375,0.05859375
0.60180000,-0.00470564,-0.04394531,0.03906250,0.69335937,0.05859375
0.60200000,-0.00226423,-0.06347656,-0.09765625,0.66406250,0.05859375
0.60220000,0.00261858,-0.03417969,-0.04394531,0.57617187,0.05859375
0.60240000,-0.00226423,-0.00976562,-0.00488281,0.57128906,0.05859375
0.60260000,-0.00226423,-0.01953125,0.20996094,0.21972656,0.05615234
0.60280000,-0.00226423,0.01464844,0.06347656,0.58593750,0.05371094
0.60300000,-0.00226423,0.03417969,0.03906250,0.40039062,0.05615234
0.60320000,-0.00226423,0.00976562,0.14648437,0.03906250,0.05615234
0.60340000,-0.00226423,0.07812500,0.45410156,0.52734375,0.05615234
0.60360000,-0.00226423,0.01464844,0.33203125,0.33203125,0.05615234
0.60380000,-0.00226423,-0.02929687,0.12695312,0.40039062,0.05859375
0.60400000,-0.00470564,0.02441406,0.20996094,0.56152344,0.05859375
0.60420000,-0.00470564,0.02929687,-0.80566406,0.48339844,0.05615234
0.60440000,-0.00226423,0.00976562,0.41503906,0.23437500,0.05859375
0.60460000,-0.00226423,-0.00976562,0.30761719,0.44433594,0.05859375
0.60480000,-0.00226423,0.04882812,0.37109375,-0.22949219,0.05859375
0.60500000,-0.00226423,-0.00488281,0.44921875,0.09765625,0.05859375
0.60520000,-0.00226423,-0.00488281,0.45898437,-0.42968750,0.05859375
0.60540000,-0.00226423,-0.01464844,0.29296875,0.01953125,0.05859375
0.60560000,-0.00226423,-0.03417969,0.47851562,0.04394531,0.05615234
0.60580000,0.00017718,-0.03906250,-0.42480469,-0.14160156,0.05615234
0.60600000,-0.00470564,-0.06835937,-0.32226562,-0.17089844,0.05615234
0.60620000,-0.00226423,-0.02441406,0.16601562,-0.15136719,0.05615234
0.60640000,-0.00470564,-0.06347656,0.25390625,-0.30273437,0.05615234
0.60660000,-0.00226423,0.02929687,0.49804687,-0.28808594,0.05859375
0.60680000,-0.00226423,0.05371094,0.08300781,-0.57128906,0.05615234
0.60700000,-0.00226423,0.00000000,-0.12207031,-0.48828125,0.05615234
0.60720000,-0.00226423,-0.01464844,-0.18066406,-0.41015625,0.05859375
0.60740000,-0.00226423,0.04882812,-0.12695312,-0.10742187,0.05859375
0.60760000,-0.00226423,-0.02441406,-0.46875000,-0.17578125,0.05859375
0.60780000,-0.00470564,0.01464844,-0.20019531,-0.05859375,0.05859375
0.60800000,-0.00226423,-0.02929687,-0.23925781,0.38574219,0.05859375
0.60820000,0.00261858,-0.00488281,-0.06347656,-0.15625000,0.05859375
0.60840000,-0.00226423,-0.02441406,-0.20507812,0.33203125,0.05859375
0.60860000,-0.00470564,0.02929687,-0.13183594,0.07324219,0.05859375
0.60880000,-0.00226423,0.02441406,-0.41503906,0.15625000,0.05859375
0.60900000,-0.00470564,0.02441406,0.05859375,0.38085937,0.05859375
0.60920000,-0.00226423,-0.03906250,0.02929687,0.06347656,0.05859375
0.60940000,-0.00226423,0.08300781,0.26367187,0.16113281,0.06347656
0.60960000,-0.00226423,0.04394531,-0.12695312,0.53710937,0.06103516
0.60980000,-0.00226423,0.01953125,-0.62988281,0.44433594,0.06103516
0.61000000,-0.00226423,-0.03906250,0.04394531,1.36230469,0.06347656
0.61020000,-0.00714704,0.08300781,0.16113281,0.25390625,0.06835937
0.61040000,-0.00226423,0.05371094,0.31738281,0.83007812,0.06103516
0.61060000,-0.00470564,0.06835937,0.21484375,0.52734375,0.06103516
0.61080000,-0.00470564,0.00000000,0.06347656,0.34179687,0.06103516
0.61100000,-0.00226423,0.06835937,-0.09765625,0.37109375,0.06103516
0.61120000,-0.00226423,0.04394531,-0.00976562,0.56152344,0.06103516
0.61140000,-0.00470564,0.03906250,-0.69335937,0.06347656,0.06103516
0.61160000,-0.00226423,0.07812500,-0.37109375,0.76171875,0.06347656
0.61180000,-0.00470564,-0.00976562,-0.55664062,0.61523437,0.06347656
0.61200000,-0.00226423,-0.00488281,-0.04882812,0.74218750,0.06347656
0.61220000,-0.00470564,-0.00488281,0.08300781,-0.20019531,0.06347656
0.61240000,-0.00226423,0.05859375,-0.00976562,0.49316406,0.06591797
0.61260000,0.00017718,-0.00976562,-0.65429687,-0.28808594,0.06347656
0.61280000,-0.00470564,0.07812500,-0.20019531,-0.41015625,0.06103516
0.61300000,-0.00226423,-0.06835937,0.08300781,-0.94238281,0.06347656
0.61320000,-0.00226423,0.08300781,-0.28320312,-1.51855469,0.06347656
0.61340000,0.00017718,0.01953125,0.26855469,-1.83593750,0.06103516
0.61360000,-0.00470564,0.02441406,0.26367187,-1.06445312,0.06347656
0.61380000,-0.00470564,0.02441406,-1.08886719,-0.81542969,0.06347656
0.61400000,-0.00226423,-0.17578125,2.45117187,0.01464844,0.06835937
0.61420000,-0.00226423,-0.13183594,-1.00585937,1.00585937,0.06835937
0.61440000,-0.00470564,0.41015625,-1.85058594,0.69824219,0.06591797
0.61460000,-0.00470564,-0.37597656,-2.88085937,-0.14648437,0.06347656
0.61480000,-0.00226423,0.00488281,-2.96875000,2.56835937,0.07080078
0.61500000,-0.00226423,-0.09277344,2.77343750,3.58398437,0.07324219
0.61520000,-0.00714704,0.25878906,1.03027344,0.52734375,0.06835937
0.61540000,-0.00226423,0.20996094,2.21191406,-0.78613281,0.06103516
0.61560000,-0.00226423,-0.39062500,-1.74804687,-0.48828125,0.05859375
0.61580000,-0.00226423,0.22460937,-2.26074219,2.41210937,0.07080078
0.61600000,-0.00226423,0.25390625,3.09570312,3.06640625,0.06591797
0.61620000,-0.00226423,-0.01464844,-0.06347656,-0.58105469,0.06103516
0.61640000,-0.00226423,-0.11230469,2.18750000,-1.87988281,0.05859375
0.61660000,-0.00470564,-0.07812500,-0.20019531,-0.05371094,0.06103516
0.61680000,-0.00226423,0.09277344,-1.22070312,2.20703125,0.07080078
0.61700000,0.00017718,0.16113281,-0.02929687,1.38671875,0.07080078
0.61720000,-0.00226423,-0.14648437,-2.61230469,-1.01074219,0.06591797
0.61740000,-0.00226423,0.06347656,1.46484375,-0.20019531,0.07080078
0.61760000,-0.00226423,0.00488281,1.08398437,1.12304687,0.07324219
0.61780000,-0.00226423,0.19531250,-0.36132812,-1.89453125,0.06835937
0.61800000,-0.00226423,0.12207031,0.79589844,-1.93847656,0.06835937
0.61820000,-0.00226423,-0.12695312,0.20996094,1.17675781,0.07568359
0.61840000,-0.00226423,0.13671875,0.79101562,0.36621094,0.07568359
0.61860000,-0.00226423,0.11230469,0.04882812,-1.07910156,0.07324219
0.61880000,-0.00470564,-0.08300781,-1.92871094,-1.06933594,0.06835937
0.61900000,-0.00714704,-0.02441406,-0.17089844,-0.25878906,0.06835937
0.61920000,-0.00226423,-0.02929687,-0.03417969,1.73339844,0.07324219
0.61940000,-0.00226423,0.09277344,0.31738281,-1.87500000,0.06347656
0.61960000,-0.00470564,-0.06835937,0.70800781,-2.16308594,0.06103516
0.61980000,-0.00714704,-0.03417969,-0.70800781,0.51757812,0.06591797
0.62000000,-0.00470564,0.04394531,0.02929687,-0.18066406,0.06591797
0.62020000,-0.00226423,-0.07324219,0.50292969,-0.06347656,0.06591797
0.62040000,-0.00470564,-0.06835937,-0.32714844,-1.49414062,0.06347656
0.62060000,-0.00226423,-0.16601562,-0.18554687,-0.31738281,0.06591797
0.62080000,-0.00226423,0.00976562,-1.68457031,1.85058594,0.06835937
0.62100000,-0.00226423,0.00000000,0.12695312,-0.01953125,0.06347656
0.62120000,-0.00714704,-0.26367187,1.52343750,0.05859375,0.06103516
0.62140000,-0.00226423,0.00488281,-0.31250000,-0.14160156,0.05859375
0.62160000,0.00017718,0.06835937,-0.17089844,0.05371094,0.05859375
0.62180000,-0.00226423,0.03417969,-0.04882812,1.10839844,0.06103516
0.62200000,-0.00470564,-0.17089844,0.92285156,0.74707031,0.06103516
0.62220000,-0.00226423,-0.14160156,1.01562500,-0.66894531,0.05615234
0.62240000,-0.00226423,0.30273437,0.76660156,0.42968750,0.06103516
0.62260000,-0.00470564,-0.05371094,-0.28320312,1.63574219,0.06591797
0.62280000,-0.00470564,-0.07324219,-0.26855469,1.02539062,0.07324219
0.62300000,-0.00470564,0.00488281,0.74218750,0.93750000,0.06835937
