Rotating Speed S.P (RPM),1.50000E+3
Mean Extension (mm),-2.50730E-3
Sampling Rate (Hz),5.00000E+3
Time (secs),Extension (mm),Vibration 1 (g),Vibration 2 (g),Vibration 3 (g),Tachometer (V)
2.48140000,-0.00226423,-0.01464844,-0.00976562,0.14648437,0.05859375
2.48160000,-0.00470564,-0.00488281,-0.32226562,0.18066406,0.05859375
2.48180000,-0.00226423,0.02441406,-0.25390625,0.23925781,0.05859375
2.48200000,-0.00226423,0.02441406,-0.36132812,0.09765625,0.05615234
2.48220000,-0.00226423,0.02929687,-0.19042969,0.27832031,0.05859375
2.48240000,-0.00226423,0.00488281,0.21484375,0.26367187,0.05859375
2.48260000,0.00017718,0.06347656,-0.04394531,0.13671875,0.05859375
2.48280000,-0.00226423,-0.00488281,0.00488281,0.21972656,0.06103516
2.48300000,-0.00470564,0.02441406,-0.26855469,0.37109375,0.06103516
2.48320000,-0.00226423,0.00976562,-0.22949219,0.75195312,0.06103516
2.48340000,-0.00226423,0.03417969,-0.20507812,1.02050781,0.06103516
2.48360000,-0.00714704,0.06347656,-0.25390625,0.60058594,0.06103516
2.48380000,-0.00226423,-0.01953125,0.21972656,0.94726562,0.06103516
2.48400000,0.00017718,0.04882812,0.28808594,0.27343750,0.06103516
2.48420000,-0.00226423,0.02929687,0.21972656,0.41015625,0.06103516
2.48440000,-0.00226423,0.02929687,0.15136719,0.28320312,0.06103516
2.48460000,-0.00226423,0.03906250,-0.25390625,0.45898437,0.06103516
2.48480000,0.00017718,0.01953125,-0.62500000,0.19042969,0.06103516
2.48500000,-0.00226423,0.05371094,-0.17578125,0.50781250,0.06347656
2.48520000,-0.00470564,-0.05859375,-0.36621094,0.76660156,0.06347656
2.48540000,-0.00714704,0.00000000,0.26855469,0.38574219,0.06347656
2.48560000,-0.00470564,0.00000000,-0.20996094,0.15136719,0.06591797
2.48580000,-0.00470564,0.05859375,-0.20507812,0.06835937,0.06591797
2.48600000,-0.00226423,0.00488281,-0.11230469,0.16113281,0.06347656
2.48620000,-0.00226423,0.00000000,0.05371094,-0.62500000,0.06347656
2.48640000,-0.00226423,0.04882812,-0.55175781,-0.91796875,0.06347656
2.48660000,-0.00470564,0.06835937,-0.20507812,-1.23046875,0.06347656
2.48680000,-0.00470564,0.01464844,0.42480469,-1.86035156,0.06347656
2.48700000,-0.00714704,0.00000000,0.32226562,-1.06933594,0.06347656
2.48720000,-0.00226423,0.16113281,-2.30468750,-1.29882812,0.06347656
2.48740000,-0.00470564,0.01464844,0.41015625,0.32714844,0.06591797
2.48760000,-0.00226423,-0.31738281,0.21972656,2.19238281,0.07324219
2.48780000,-0.00226423,0.30761719,-0.52734375,1.38671875,0.06835937
2.48800000,-0.00470564,-0.05371094,-0.49316406,-1.16210937,0.06103516
2.48820000,-0.00470564,-0.10253906,-4.15039062,1.21093750,0.06835937
2.48840000,-0.00226423,-0.12695312,1.00585937,3.22753906,0.07324219
2.48860000,0.00017718,0.00488281,0.87402344,1.82128906,0.07080078
2.48880000,-0.00226423,0.46875000,1.92382812,0.41503906,0.06591797
2.48900000,-0.00226423,-0.18066406,0.56152344,-1.75292969,0.05859375
2.48920000,-0.00226423,-0.00976562,-3.38378906,0.53222656,0.06103516
2.48940000,-0.00226423,0.26367187,1.97265625,2.01660156,0.06347656
2.48960000,-0.00226423,0.11230469,-0.12695312,1.89453125,0.06347656
2.48980000,-0.00226423,0.02441406,1.59179687,-0.69335937,0.06591797
2.49000000,0.00750140,-0.13671875,1.47460937,-0.84472656,0.06103516
2.49020000,-0.00226423,-0.07812500,-0.96679687,0.67382812,0.06591797
2.49040000,-0.00226423,0.23437500,0.06835937,1.86035156,0.07080078
2.49060000,-0.00226423,-0.11230469,-2.35839844,-0.24902344,0.06835937
2.49080000,-0.00470564,-0.05371094,0.46386719,0.03417969,0.07080078
2.49100000,-0.00226423,-0.05371094,1.90917969,0.75195312,0.07324219
2.49120000,-0.00226423,0.13183594,0.27343750,-1.39648437,0.07080078
2.49140000,-0.00226423,0.16113281,0.52246094,-1.70898437,0.06835937
2.49160000,-0.00470564,-0.11230469,0.12695312,0.26855469,0.07324219
2.49180000,-0.00470564,0.01464844,-0.01464844,0.87402344,0.07568359
2.49200000,-0.00470564,0.14648437,0.14648437,-0.44433594,0.07080078
2.49220000,-0.00470564,-0.01953125,-1.54296875,-0.67871094,0.07080078
2.49240000,-0.00470564,-0.01953125,-0.46386719,-1.19628906,0.06591797
2.49260000,-0.00470564,-0.02441406,-0.18066406,0.96679687,0.07080078
2.49280000,-0.00470564,0.07324219,0.14648437,-0.98632812,0.06347656
2.49300000,-0.00470564,-0.00976562,0.80566406,-1.70898437,0.06103516
2.49320000,-0.00226423,-0.04882812,-0.61523437,-0.35156250,0.06347656
2.49340000,0.00017718,0.03417969,-0.89843750,-0.78613281,0.06347656
2.49360000,-0.00226423,0.00488281,-0.04882812,0.27343750,0.06591797
2.49380000,-0.00226423,-0.08789062,0.20019531,-0.58593750,0.06347656
2.49400000,-0.00226423,-0.15625000,0.17578125,-1.11816406,0.06347656
2.49420000,-0.00226423,-0.05859375,-0.64453125,1.07421875,0.06591797
2.49440000,-0.00226423,0.06347656,-0.22949219,0.63964844,0.06347656
2.49460000,-0.00226423,-0.20019531,0.25390625,0.78125000,0.06347656
2.49480000,-0.00226423,-0.17089844,0.15136719,-0.46386719,0.05859375
2.49500000,-0.00226423,0.05859375,0.43945312,-0.70312500,0.05859375
2.49520000,-0.00226423,0.10742187,0.53710937,1.55273437,0.06103516
2.49540000,-0.00226423,-0.06835937,0.10742187,1.22558594,0.06103516
2.49560000,-0.00226423,-0.21484375,0.89843750,-0.50781250,0.05615234
2.49580000,-0.00226423,0.15136719,1.26953125,0.19531250,0.06103516
2.49600000,0.00017718,0.05859375,0.13183594,1.44531250,0.06591797
2.49620000,-0.00226423,-0.06835937,-0.04394531,1.11816406,0.06835937
2.49640000,-0.00470564,-0.00488281,-0.16601562,1.14746094,0.07080078
2.49660000,-0.00226423,-0.06347656,-0.11718750,0.45410156,0.06835937
2.49680000,-0.00226423,0.00000000,0.51757812,0.72753906,0.07080078
2.49700000,-0.00470564,0.19042969,0.57617187,0.38574219,0.06835937
2.49720000,-0.00226423,0.04394531,0.79589844,0.51757812,0.07324219
2.49740000,-0.00226423,-0.02441406,0.20019531,0.28320312,0.08300781
2.49760000,-0.00226423,0.00488281,0.29785156,0.13183594,0.11718750
2.49780000,-0.00226423,0.20507812,0.64453125,0.03906250,0.21728516
2.49800000,-0.00470564,0.04394531,0.63476562,0.73730469,0.38574219
2.49820000,-0.00226423,-0.14648437,-0.29785156,0.00976562,0.54443359
2.49840000,-0.00226423,0.08789062,0.18066406,-0.03417969,0.74218750
2.49860000,-0.00226423,0.08300781,0.73730469,0.23437500,0.96191406
2.49880000,-0.00958845,-0.04882812,0.26855469,-0.38574219,1.14501953
2.49900000,-0.00470564,0.07324219,0.39550781,-0.60058594,1.21093750
2.49920000,-0.00226423,0.03906250,0.39062500,-0.47851562,1.20849609
2.49940000,-0.00226423,-0.04882812,0.26855469,-0.06347656,1.20849609
2.49960000,-0.00226423,-0.03906250,0.45410156,-0.43945312,1.25244141
2.49980000,-0.00226423,-0.00976562,0.25390625,-0.49804687,1.31347656
2.50000000,-0.00470564,-0.03417969,-0.00976562,-0.52246094,1.38183594
2.50020000,-0.00226423,-0.12695312,-0.63476562,0.41015625,1.46484375
2.50040000,-0.00226423,-0.06347656,-0.47851562,-0.15136719,1.53320312
2.50060000,-0.00226423,-0.00976562,-0.03417969,-0.33203125,1.52832031
2.50080000,-0.00226423,-0.20996094,-0.20996094,-0.45898437,1.44042969
2.50100000,-0.00226423,-0.00976562,-0.03417969,-0.28808594,1.39648437
2.50120000,-0.00226423,0.00000000,0.00976562,0.20019531,1.36962891
2.50140000,-0.00226423,-0.09765625,0.17089844,-0.47363281,1.37695312
2.50160000,-0.00226423,-0.00488281,0.14160156,-0.28808594,1.35742187
2.50180000,-0.00226423,-0.02441406,-0.05371094,0.06835937,1.35009766
2.50200000,-0.00470564,-0.05371094,-0.47363281,0.49316406,1.38183594
2.50220000,-0.00226423,-0.06347656,-0.21972656,0.48339844,1.36962891
2.50240000,-0.00470564,0.07324219,-0.20019531,0.73730469,1.38183594
2.50260000,-0.00470564,-0.06347656,-0.07812500,0.14648437,1.37207031
2.50280000,-0.00470564,-0.00488281,0.00976562,0.70800781,1.36962891
2.50300000,-0.00226423,0.06347656,-0.58593750,0.32714844,1.37939453
2.50320000,-0.00226423,0.04394531,0.41992187,0.85937500,1.38183594
2.50340000,0.00017718,0.04394531,-0.22949219,-0.05371094,1.42333984
2.50360000,-0.00226423,0.06347656,0.08789062,0.55664062,1.55517578
2.50380000,-0.00226423,0.03417969,-0.19531250,0.26367187,1.45751953
2.50400000,-0.00226423,0.05859375,-0.11230469,1.33300781,1.05468750
2.50420000,-0.00470564,0.10742187,0.02929687,0.41503906,0.64941406
2.50440000,-0.00226423,-0.00488281,-0.35644531,0.80078125,0.39550781
2.50460000,-0.00226423,0.03906250,0.10742187,0.34667969,0.24902344
2.50480000,-0.00470564,0.11230469,0.20019531,0.85937500,0.17089844
2.50500000,-0.00226423,0.11718750,-0.24902344,-0.03906250,0.12695312
2.50520000,-0.00226423,-0.00488281,0.86914062,-0.04882812,0.10498047
2.50540000,-0.00470564,0.11718750,0.27343750,0.02441406,0.08789062
2.50560000,-0.00226423,0.10742187,0.78125000,-0.33203125,0.07812500
2.50580000,-0.00226423,-0.03906250,0.03417969,0.05371094,0.07324219
2.50600000,-0.00226423,0.00976562,0.08789062,-0.68359375,0.06835937
2.50620000,-0.00470564,0.03417969,0.22460937,-0.61035156,0.06591797
2.50640000,-0.00226423,-0.03417969,-0.25390625,-0.32714844,0.06347656
2.50660000,0.00017718,-0.08300781,0.01953125,-0.60546875,0.06103516
2.50680000,0.00017718,0.08789062,-0.64453125,-0.31250000,0.06103516
2.50700000,-0.00226423,-0.05371094,-0.43945312,0.18066406,0.06347656
2.50720000,-0.00226423,-0.04882812,-1.13769531,0.59082031,0.06347656
2.50740000,0.00017718,-0.02441406,0.09277344,0.01953125,0.06103516
2.50760000,-0.00226423,-0.01464844,-0.23437500,0.62988281,0.06103516
2.50780000,-0.00226423,-0.07324219,0.27343750,0.44921875,0.06103516
2.50800000,-0.00226423,-0.06835937,0.44433594,-0.01464844,0.05859375
2.50820000,-0.00226423,0.02441406,-0.29785156,0.94238281,0.06347656
2.50840000,0.00017718,0.05859375,-0.34179687,0.58105469,0.06103516
2.50860000,-0.00226423,-0.03417969,-0.22460937,0.20019531,0.05859375
2.50880000,-0.00226423,0.07812500,0.50292969,0.35156250,0.05859375
2.50900000,-0.00470564,-0.01464844,0.52246094,-0.07812500,0.05859375
2.50920000,-0.00226423,0.05859375,0.49804687,0.27343750,0.06103516
2.50940000,0.00017718,0.02441406,0.20019531,0.38085937,0.05859375
2.50960000,-0.00226423,0.00488281,-0.11718750,0.66406250,0.06347656
2.50980000,-0.00470564,0.00000000,-0.62988281,1.05468750,0.06347656
2.51000000,-0.00226423,0.05371094,-0.44921875,0.90332031,0.06347656
2.51020000,-0.00226423,0.00000000,-0.38085937,0.50781250,0.06347656
2.51040000,-0.00226423,0.00976562,-0.13671875,1.10351562,0.06835937
2.51060000,-0.00226423,0.03906250,0.60058594,0.00488281,0.06591797
2.51080000,-0.00226423,0.10253906,0.36621094,0.24902344,0.06835937
2.51100000,-0.00226423,0.08300781,0.63964844,0.17089844,0.07080078
2.51120000,-0.00226423,0.00000000,0.04394531,-0.10253906,0.07080078
2.51140000,-0.00714704,0.03906250,-0.59570312,0.30273437,0.07324219
2.51160000,0.00017718,0.02441406,-0.17089844,0.10253906,0.07324219
2.51180000,-0.00226423,-0.00488281,-0.39062500,-0.29296875,0.07568359
2.51200000,-0.00226423,-0.01953125,0.34179687,0.19531250,0.07324219
2.51220000,-0.00226423,0.01464844,-0.17578125,-0.34179687,0.07080078
2.51240000,-0.00226423,-0.03417969,-0.50292969,-0.45410156,0.07080078
2.51260000,-0.00226423,0.00000000,-0.12207031,-0.35644531,0.07080078
2.51280000,-0.00226423,-0.01464844,-0.69824219,-0.77148437,0.07080078
2.51300000,-0.00226423,-0.03417969,-0.40527344,-0.43945312,0.06835937
2.51320000,-0.00226423,-0.02929687,-0.61523437,-0.85937500,0.06835937
2.51340000,-0.00226423,-0.07812500,-0.56640625,-0.52734375,0.06591797
2.51360000,-0.00470564,-0.06835937,-0.09765625,-0.00976562,0.06591797
2.51380000,-0.00226423,-0.04394531,-0.27343750,-0.54199219,0.06835937
2.51400000,-0.00226423,-0.08300781,-0.03906250,0.22460937,0.06591797
2.51420000,-0.00226423,-0.06347656,-0.37109375,0.11718750,0.06347656
2.51440000,-0.00226423,-0.07812500,0.05371094,-0.22460937,0.06347656
2.51460000,-0.00470564,-0.00488281,0.03906250,-0.08789062,0.06347656
2.51480000,-0.00470564,-0.06347656,0.38574219,0.09277344,0.06347656
2.51500000,-0.00226423,0.00976562,0.32714844,-0.06347656,0.06103516
2.51520000,-0.00226423,-0.01953125,0.23437500,0.15625000,0.06103516
2.51540000,-0.00226423,-0.01953125,-0.07812500,0.53710937,0.06103516
2.51560000,-0.00226423,-0.04882812,0.20019531,0.13183594,0.05859375
2.51580000,-0.00470564,-0.05859375,-0.22949219,0.92285156,0.05859375
2.51600000,-0.00226423,0.00000000,-0.09765625,0.65429687,0.05859375
2.51620000,-0.00226423,0.01464844,0.43945312,0.36132812,0.05615234
2.51640000,-0.00226423,-0.04882812,-0.03906250,0.98632812,0.05859375
2.51660000,-0.00226423,0.00976562,0.32714844,0.20019531,0.06103516
2.51680000,0.00261858,-0.02441406,-0.16113281,0.93261719,0.05615234
2.51700000,-0.00226423,0.08789062,0.43457031,0.13671875,0.05371094
2.51720000,0.00017718,0.04882812,0.15136719,0.49316406,0.05615234
2.51740000,-0.00226423,0.00000000,0.20507812,0.19531250,0.05859375
2.51760000,-0.00226423,-0.04394531,0.53222656,0.64941406,0.05859375
2.51780000,0.00017718,0.07812500,-0.09765625,0.74218750,0.05859375
2.51800000,-0.00226423,0.00488281,0.32714844,0.60546875,0.05859375
2.51820000,0.00017718,-0.02441406,-0.24902344,0.70312500,0.05859375
2.51840000,-0.00226423,-0.01953125,0.10253906,0.27343750,0.05859375
2.51860000,-0.00226423,0.01464844,0.54199219,0.08789062,0.05615234
2.51880000,-0.00226423,-0.00976562,0.33691406,-0.01953125,0.05615234
2.51900000,-0.00226423,0.03906250,0.38085937,-0.39550781,0.05859375
2.51920000,-0.00226423,-0.01464844,0.39062500,-0.05859375,0.05859375
2.51940000,-0.00226423,-0.03906250,0.27343750,-0.30273437,0.05859375
2.51960000,-0.00226423,-0.04394531,0.00976562,-0.05371094,0.05615234
2.51980000,-0.00226423,-0.03906250,0.26855469,-0.20019531,0.05615234
2.52000000,-0.00226423,-0.06835937,-0.01464844,-0.56152344,0.05615234
2.52020000,0.00017718,-0.06835937,-0.01464844,0.10742187,0.05615234
2.52040000,-0.00226423,-0.04394531,0.14648437,-0.47851562,0.05615234
2.52060000,-0.00470564,0.01953125,0.17578125,-0.16113281,0.05615234
2.52080000,-0.00470564,-0.00976562,-0.02441406,-0.74707031,0.05615234
2.52100000,-0.00226423,-0.00976562,0.12207031,-0.50781250,0.05615234
2.52120000,0.00017718,0.01953125,0.15625000,-0.38574219,0.05859375
2.52140000,-0.00226423,0.00976562,0.18554687,-0.56640625,0.05859375
2.52160000,-0.00226423,0.02441406,-0.25878906,0.15136719,0.05859375
2.52180000,-0.00226423,0.00000000,0.00488281,0.03417969,0.05859375
2.52200000,-0.00226423,0.01953125,-0.45410156,0.09765625,0.05859375
2.52220000,-0.00226423,0.00976562,-0.35644531,0.25390625,0.05859375
2.52240000,-0.00226423,0.03906250,-0.20507812,0.45898437,0.05859375
2.52260000,-0.00226423,0.00000000,-0.22460937,0.41992187,0.05859375
2.52280000,0.00261858,0.02929687,-0.12207031,0.16601562,0.05859375
2.52300000,-0.00470564,0.01464844,-0.27832031,-0.02441406,0.06103516
2.52320000,-0.00226423,0.04394531,0.11230469,0.35156250,0.05859375
2.52340000,-0.00226423,0.00488281,-0.29785156,0.38574219,0.06103516
2.52360000,0.00017718,0.02929687,-0.25878906,0.66894531,0.06103516
2.52380000,-0.00226423,0.03417969,-0.55175781,0.48339844,0.06103516
2.52400000,-0.00470564,0.02441406,-0.13671875,0.55664062,0.06103516
2.52420000,0.00017718,0.00488281,0.29785156,0.67871094,0.06103516
2.52440000,-0.00226423,-0.00488281,0.15136719,0.79101562,0.06103516
2.52460000,-0.00226423,0.08300781,0.13183594,0.70312500,0.06103516
2.52480000,-0.00470564,0.00976562,0.15625000,0.29296875,0.06103516
2.52500000,-0.00226423,0.10253906,-0.16113281,0.17578125,0.06103516
2.52520000,-0.00226423,-0.04882812,-0.09765625,0.17089844,0.06103516
2.52540000,-0.00226423,0.06835937,-0.32226562,0.31250000,0.06103516
2.52560000,-0.00470564,-0.01953125,-0.61035156,0.43945312,0.06103516
2.52580000,-0.00226423,0.01953125,-0.37109375,0.76171875,0.06591797
2.52600000,-0.00226423,0.01464844,-0.20507812,0.29785156,0.06347656
2.52620000,-0.00226423,0.00976562,-0.17578125,0.54199219,0.06347656
2.52640000,0.00017718,-0.00488281,-0.14648437,-0.13671875,0.06347656
2.52660000,0.00017718,0.03906250,-0.26367187,0.06347656,0.06347656
2.52680000,0.00261858,-0.04882812,-0.23437500,-0.86425781,0.06103516
2.52700000,-0.00714704,0.12207031,0.10742187,-0.43945312,0.06347656
2.52720000,-0.00226423,0.00976562,-0.03906250,-0.86425781,0.06347656
2.52740000,-0.00226423,0.05371094,0.06347656,-1.48437500,0.06347656
2.52760000,-0.00226423,0.00488281,0.50781250,-1.84570312,0.06347656
2.52780000,-0.00226423,0.04394531,1.08398437,-0.72753906,0.06347656
2.52800000,-0.00470564,0.05371094,-2.22167969,-1.15234375,0.06347656
2.52820000,-0.00226423,0.26855469,-2.73925781,-0.19042969,0.06347656
2.52840000,0.00017718,-0.32714844,-0.94726562,2.42187500,0.06835937
2.52860000,0.00017718,0.00000000,-1.02539062,2.91992187,0.07324219
2.52880000,-0.00226423,0.13183594,2.55859375,0.45410156,0.06835937
2.52900000,-0.00226423,-0.00488281,-1.74804687,-0.11230469,0.06591797
2.52920000,-0.00226423,-0.03417969,-0.76660156,1.28417969,0.06835937
2.52940000,-0.00226423,-0.28808594,0.80566406,2.51464844,0.07080078
2.52960000,0.00017718,0.38085937,-0.21972656,2.01660156,0.06835937
2.52980000,-0.00226423,0.14648437,3.03222656,-0.88378906,0.06103516
2.53000000,-0.00226423,-0.17578125,-1.87988281,-0.51757812,0.06103516
2.53020000,0.00017718,0.13671875,0.13183594,-0.05859375,0.05859375
2.53040000,-0.00226423,0.11718750,0.03906250,2.28027344,0.06591797
2.53060000,0.00017718,0.13671875,-0.27343750,0.89843750,0.06591797
2.53080000,-0.00226423,-0.03417969,2.52929687,-0.40039062,0.06591797
2.53100000,-0.00470564,-0.11718750,-0.41503906,-0.36621094,0.06591797
2.53120000,0.00017718,0.04394531,-0.04394531,1.05957031,0.07080078
2.53140000,-0.00226423,0.14160156,-1.18164062,0.16601562,0.07080078
2.53160000,-0.00226423,-0.05371094,-0.62988281,-0.43457031,0.07080078
2.53180000,-0.00226423,-0.05859375,1.69921875,0.30273437,0.07324219
2.53200000,-0.00470564,-0.04394531,1.26464844,-0.24414062,0.07324219
2.53220000,0.00017718,0.17578125,0.34179687,-1.19140625,0.07080078
2.53240000,-0.00470564,0.00488281,0.69335937,-2.08984375,0.06835937
2.53260000,-0.00226423,-0.11718750,-1.43554687,1.34277344,0.07568359
2.53280000,-0.00226423,0.12695312,0.08300781,0.03417969,0.07324219
2.53300000,-0.00470564,0.00000000,-0.16113281,-0.07812500,0.07080078
2.53320000,-0.00714704,0.02929687,-0.87402344,-1.66503906,0.06591797
2.53340000,-0.00226423,0.01953125,0.30761719,-0.39550781,0.07324219
2.53360000,0.00017718,-0.02441406,-0.61035156,0.24414062,0.06591797
2.53380000,0.00017718,0.04882812,0.51269531,-1.07910156,0.06347656
2.53400000,-0.00226423,-0.04882812,0.59570312,-1.13769531,0.06103516
2.53420000,-0.00226423,0.00000000,-1.32812500,-0.83984375,0.06103516
2.53440000,-0.00226423,-0.04882812,-0.76171875,0.54687500,0.06591797
2.53460000,-0.00470564,-0.04394531,0.23925781,0.46386719,0.06835937
2.53480000,-0.00226423,-0.08789062,0.45410156,-0.72753906,0.06347656
2.53500000,-0.00226423,-0.20996094,-0.24414062,-0.73242187,0.06103516
2.53520000,0.00017718,0.04882812,-1.71386719,1.25000000,0.06591797
2.53540000,-0.00226423,0.04394531,0.05859375,1.21582031,0.06347656
2.53560000,-0.00226423,-0.21484375,0.78613281,0.45410156,0.06103516
2.53580000,-0.00470564,-0.04394531,1.40136719,-0.93261719,0.05615234
2.53600000,-0.00226423,0.08789062,0.67382812,0.39062500,0.05859375
2.53620000,0.00017718,0.17089844,0.23437500,1.35253906,0.06103516
2.53640000,-0.00226423,-0.21972656,0.52734375,0.49316406,0.06591797
2.53660000,-0.00226423,-0.04394531,0.85449219,0.50781250,0.06103516
2.53680000,-0.00470564,0.15625000,0.43945312,0.77148437,0.06347656
2.53700000,-0.00226423,-0.08300781,0.08300781,1.34277344,0.06835937
2.53720000,-0.00226423,0.09277344,-0.34179687,0.84472656,0.06835937
2.53740000,-0.00470564,-0.00488281,0.32226562,0.83007812,0.07080078
2.53760000,-0.00226423,-0.20019531,0.67382812,0.55664062,0.06835937
2.53780000,0.00017718,0.13671875,0.69335937,0.17578125,0.06835937
2.53800000,-0.00226423,0.17089844,0.77636719,0.33203125,0.07324219
2.53820000,-0.00226423,-0.02441406,-0.05859375,0.61035156,0.09033203
2.53840000,-0.00226423,-0.14160156,-0.00976562,0.09277344,0.13671875
2.53860000,-0.00226423,0.06347656,0.29785156,0.24414062,0.26123047
2.53880000,0.00017718,0.23925781,0.82031250,0.11230469,0.42968750
2.53900000,-0.00226423,-0.14160156,0.19531250,0.17578125,0.59814453
2.53920000,-0.00470564,0.00000000,0.08300781,-0.25878906,0.79833984
2.53940000,-0.00226423,0.15136719,0.46386719,-0.08789062,1.02539062
2.53960000,-0.00226423,-0.06835937,0.34667969,-0.03417969,1.17187500
2.53980000,-0.00226423,0.04394531,0.48339844,-0.83007812,1.20849609
2.54000000,-0.00226423,0.09765625,0.56152344,-0.96191406,1.20117187
2.54020000,0.00017718,0.03906250,-0.01464844,-0.62988281,1.21582031
2.54040000,-0.00714704,-0.11230469,0.17089844,0.62011719,1.27197266
2.54060000,-0.00226423,0.03417969,0.22460937,-0.85449219,1.34277344
2.54080000,-0.00226423,-0.01953125,0.42480469,-0.41992187,1.40136719
2.54100000,-0.00226423,-0.16113281,-0.78125000,-0.01953125,1.48437500
2.54120000,-0.00226423,-0.00976562,-1.09375000,0.23437500,1.54541016
2.54140000,-0.00226423,-0.00976562,-0.06835937,0.20019531,1.50634766
2.54160000,-0.00226423,-0.18554687,0.10742187,-0.80078125,1.41845703
2.54180000,0.00017718,0.00976562,0.27343750,-0.45410156,1.37939453
2.54200000,-0.00226423,-0.00976562,0.16113281,-0.17089844,1.37207031
2.54220000,0.00017718,-0.00488281,-0.19531250,0.26367187,1.37695312
2.54240000,-0.00226423,-0.11718750,0.20019531,-0.15136719,1.35009766
2.54260000,-0.00226423,0.00976562,0.12695312,0.02441406,1.35742187
2.54280000,-0.00470564,-0.05859375,0.00488281,0.13183594,1.38183594
2.54300000,-0.00470564,-0.01464844,-0.17578125,1.20605469,1.37207031
2.54320000,-0.00470564,-0.01953125,-0.67871094,0.71289062,1.38671875
2.54340000,-0.00226423,-0.04882812,0.07324219,0.45410156,1.36718750
2.54360000,-0.00226423,-0.00488281,-0.63476562,0.19531250,1.37207031
2.54380000,-0.00226423,0.07812500,0.32714844,0.72265625,1.37695312
2.54400000,-0.00226423,0.07812500,-0.07812500,0.45898437,1.37695312
2.54420000,-0.00470564,0.00488281,-0.05371094,0.37597656,1.46972656
2.54440000,-0.00226423,0.04394531,-0.12207031,0.20019531,1.56250000
2.54460000,-0.00226423,0.03906250,-0.30761719,0.67871094,1.36718750
2.54480000,-0.00226423,0.11718750,-0.12207031,1.00585937,0.92773437
2.54500000,-0.00226423,0.03417969,-0.12207031,0.53710937,0.56396484
2.54520000,-0.00226423,0.10253906,-0.12207031,0.63964844,0.34423828
2.54540000,-0.00470564,-0.02441406,0.11230469,0.26367187,0.21972656
2.54560000,-0.00226423,0.14648437,-0.13183594,0.35644531,0.15625000
2.54580000,-0.00470564,0.07812500,0.10253906,0.02929687,0.11962891
2.54600000,-0.00226423,0.08789062,0.26367187,0.06347656,0.10009766
2.54620000,-0.00226423,-0.00488281,0.53222656,-0.29296875,0.08544922
2.54640000,-0.00470564,0.10253906,0.85449219,0.13671875,0.07812500
2.54660000,-0.00714704,0.02929687,-0.03906250,-0.45410156,0.07080078
2.54680000,-0.00226423,-0.03906250,0.13183594,-0.53710937,0.07080078
2.54700000,-0.00226423,-0.01953125,-0.12207031,-0.48339844,0.06347656
2.54720000,-0.00226423,0.00976562,0.08789062,-0.32714844,0.06347656
2.54740000,-0.00226423,-0.09277344,-0.41992187,-0.76660156,0.06103516
2.54760000,-0.00226423,0.00976562,-0.63476562,-0.09277344,0.06103516
2.54780000,-0.00226423,-0.00488281,-0.72265625,0.72753906,0.06347656
2.54800000,-0.00226423,-0.04882812,-0.85449219,0.13671875,0.06103516
2.54820000,-0.00470564,-0.08300781,0.20996094,0.03417969,0.06103516
2.54840000,-0.00226423,-0.00976562,0.07324219,0.83007812,0.06103516
2.54860000,-0.00226423,-0.03906250,-0.09765625,0.44433594,0.06103516
2.54880000,-0.00226423,-0.09277344,0.54199219,0.38085937,0.06103516
2.54900000,-0.00226423,-0.00488281,-0.46875000,0.68847656,0.06103516
2.54920000,-0.00470564,0.10253906,0.13183594,0.47363281,0.06103516
2.54940000,-0.00226423,-0.03906250,0.06347656,0.42968750,0.06103516
2.54960000,0.00017718,0.05859375,0.01464844,0.20019531,0.06103516
2.54980000,-0.00226423,0.07324219,0.46386719,0.23437500,0.06591797
2.55000000,-0.00226423,0.08300781,0.55175781,0.19042969,0.06103516
2.55020000,-0.00226423,0.02441406,0.34179687,0.22460937,0.05859375
2.55040000,-0.00226423,0.09765625,-0.51757812,0.76171875,0.06103516
2.55060000,-0.00226423,-0.03906250,-0.50292969,1.11816406,0.06347656
2.55080000,-0.00226423,0.04882812,-0.42968750,0.87402344,0.06347656
2.55100000,-0.00226423,0.01464844,0.03906250,0.53710937,0.06347656
2.55120000,-0.00226423,0.03906250,0.46386719,0.60546875,0.06591797
2.55140000,-0.00470564,0.01953125,0.62500000,-0.02441406,0.06591797
2.55160000,-0.00470564,0.05859375,0.08300781,0.06835937,0.06835937
2.55180000,-0.00470564,0.05859375,0.14648437,-0.08300781,0.07080078
2.55200000,-0.00470564,0.11718750,-0.08300781,-0.07812500,0.07080078
2.55220000,-0.00226423,-0.00976562,-0.72265625,0.28320312,0.07324219
2.55240000,-0.00714704,0.02441406,-0.31250000,0.13183594,0.07324219
2.55260000,-0.00470564,0.01953125,-0.33203125,-0.22949219,0.07080078
2.55280000,-0.00470564,0.02441406,0.23437500,-0.17578125,0.07080078
2.55300000,-0.00470564,-0.00488281,-0.02929687,-0.02441406,0.07080078
2.55320000,0.00017718,-0.03906250,-0.57128906,-0.49804687,0.06835937
2.55340000,-0.00226423,0.00000000,-0.79101562,-0.32226562,0.07080078
2.55360000,0.00017718,-0.01953125,-0.84960937,-1.00585937,0.06835937
2.55380000,-0.00226423,-0.04394531,-0.38574219,-0.08789062,0.07080078
